Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;First Review;Last Review;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month
Embajadores;Centro;House;Entire home/apt;6;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;55.0;;45.0;2;15;2;1125;10;22;46;321;20;2016-08-25;2017-04-02;92.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;2.64
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;42.0;;20.0;1;0;1;1125;2;7;25;291;71;2015-10-04;2017-04-03;83.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;3.85
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;200.0;40.0;1;10;2;1125;0;0;1;265;0;;;;;;;;;;strict;
Palacio;Centro;Apartment;Shared room;1;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;30.0;200.0;30.0;1;0;7;1125;0;0;5;280;0;;;;;;;;;;strict;
Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron;60.0;150.0;25.0;1;0;1;10;7;25;25;121;16;2016-03-09;2017-01-01;85.0;9.0;9.0;8.0;8.0;10.0;9.0;strict;1.21
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Kitchen,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;120.0;150.0;50.0;1;0;4;1125;23;53;83;83;0;;;;;;;;;;flexible;
Universidad;Centro;Apartment;Entire home/apt;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Suitable for events,Essentials,Shampoo;100.0;200.0;20.0;1;0;3;1125;30;60;90;365;0;;;;;;;;;;strict;
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;86.0;;18.0;2;0;1;1125;3;9;39;314;33;2015-04-12;2017-03-27;94.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;1.36
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Pets allowed,Heating,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;25.0;;;1;15;1;1125;5;35;65;340;2;2017-03-30;2017-04-03;90.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0
Cármenes;Latina;Apartment;Private room;1;;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Hot tub,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;15.0;100.0;30.0;1;0;3;1125;0;0;0;275;0;;;;;;;;;;strict;
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;100.0;100.0;40.0;2;10;2;160;18;41;60;335;2;2017-02-26;2017-03-19;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.43
Marroquina;Moratalaz;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Doorman,Pets live on this property,Dog(s),Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;20.0;;;1;12;2;1125;6;19;24;279;0;;;;;;;;;;flexible;
Castellana;Salamanca;Condominium;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;35.0;;;1;10;2;1125;18;40;70;345;5;2016-11-07;2017-03-29;92.0;10.0;8.0;10.0;10.0;10.0;9.0;moderate;0.98
Castellana;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace;52.0;250.0;20.0;2;25;1;1125;0;6;36;311;0;;;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;37.0;100.0;15.0;2;9;2;365;6;14;28;274;215;2012-08-11;2017-03-21;87.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;3.79
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;50.0;;25.0;1;0;1;30;10;25;53;306;118;2015-09-18;2017-04-03;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;6.22
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron;41.0;;20.0;1;0;3;1125;6;21;37;296;12;2016-03-31;2017-01-22;80.0;9.0;8.0;9.0;9.0;10.0;8.0;flexible;0.96
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Pets live on this property,Dog(s),Cat(s),Other pet(s),Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron;59.0;150.0;;2;15;2;30;4;11;25;295;228;2012-08-28;2017-04-05;88.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;4.06
Embajadores;Centro;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer;18.0;;;1;0;10;1125;0;0;0;96;0;;;;;;;;;;strict;
Vista Alegre;Carabanchel;House;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Washer,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;20.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;;;flexible;
Legazpi;Arganzuela;Other;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Doorman,Gym,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;47.0;;;1;0;1;1125;30;60;90;365;6;2016-04-21;2017-01-12;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.51
Pueblo Nuevo;Ciudad Lineal;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace;35.0;;;1;0;1;1125;28;58;88;363;0;;;;;;;;;;flexible;
Cortes;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;50.0;100.0;40.0;1;10;2;360;15;37;67;342;137;2013-02-15;2017-03-27;90.0;9.0;10.0;9.0;10.0;10.0;9.0;strict;2.71
Almagro;Chamberí;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;Wireless Internet,Kitchen,Pets live on this property,Dog(s),Elevator in building,Heating,Smoke detector,Fire extinguisher,Essentials;22.0;;;3;20;1;1125;7;14;31;304;59;2015-05-24;2017-03-18;85.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;2.58
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Washer;28.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;;;flexible;
Justicia;Centro;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;79.0;100.0;20.0;1;0;2;1125;16;40;61;323;1;2017-02-26;2017-02-26;80.0;10.0;10.0;10.0;10.0;10.0;8.0;strict;0.71
Lucero;Latina;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials;27.0;;;1;0;2;30;28;58;88;363;0;;;;;;;;;;flexible;
Arapiles;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Family/kid friendly,Essentials,Shampoo,translation missing: en.hosting_amenity_50;35.0;;;1;0;1;1125;29;59;89;364;4;2015-07-30;2015-09-29;80.0;7.0;8.0;10.0;10.0;9.0;7.0;flexible;0.19
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Self Check-In,Doorman Entry;99.0;450.0;50.0;1;0;3;1125;1;7;14;234;64;2015-04-20;2017-02-27;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.67
Universidad;Centro;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;75.0;250.0;25.0;3;15;2;1125;0;0;0;62;41;2016-03-03;2016-10-30;93.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;3.06
Comillas;Carabanchel;Other;Private room;1;2.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo;24.0;;;1;10;2;1125;0;0;0;241;17;2012-08-07;2016-12-01;94.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;0.3
Simancas;San Blas - Canillejas;House;Entire home/apt;5;1.5;3.0;4.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;50.0;150.0;;1;0;5;90;8;20;20;239;4;2016-08-25;2016-12-10;85.0;10.0;10.0;10.0;10.0;7.0;10.0;strict;0.53
Recoletos;Salamanca;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials;155.0;300.0;75.0;1;0;2;1125;4;26;52;248;3;2016-07-16;2016-09-28;100.0;10.0;10.0;10.0;9.0;10.0;10.0;moderate;0.34
Trafalgar;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;47.0;;15.0;1;0;1;20;7;18;27;293;1;2016-12-31;2016-12-31;80.0;10.0;8.0;6.0;8.0;10.0;8.0;strict;0.3
Cortes;Centro;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo;76.0;;;2;25;2;30;3;10;19;256;6;2014-11-28;2017-03-13;96.0;10.0;10.0;10.0;9.0;10.0;9.0;strict;0.21
Entrevías;Puente de Vallecas;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;47.0;;16.0;2;10;2;300;13;29;53;327;10;2016-05-23;2017-03-22;98.0;10.0;9.0;10.0;10.0;8.0;9.0;strict;0.93
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Room-darkening shades;56.0;100.0;35.0;2;7;3;365;0;6;29;280;25;2012-02-21;2017-01-12;93.0;10.0;9.0;10.0;10.0;9.0;9.0;flexible;0.4
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;24.0;150.0;15.0;1;7;3;100;20;26;41;162;10;2016-10-23;2017-03-27;92.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.79
Almenara;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;29.0;;;1;10;1;30;11;36;65;324;45;2016-07-02;2017-03-08;92.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;4.8
Embajadores;Centro;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Essentials,Hangers,Laptop friendly workspace;45.0;;;1;0;3;1125;19;49;79;354;5;2016-08-20;2017-04-03;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.65
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;85.0;;30.0;1;0;4;1125;9;21;42;305;131;2012-11-26;2017-03-24;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.46
Justicia;Centro;Apartment;Entire home/apt;8;2.0;3.0;;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;113.0;300.0;52.0;1;18;3;365;5;13;24;289;23;2012-06-12;2016-11-29;88.0;9.0;9.0;10.0;9.0;10.0;9.0;strict;0.39
Casco Histórico de Vallecas;Villa de Vallecas;House;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Heating,Washer,Dryer;22.0;;;1;15;1;6;0;0;0;0;4;2015-05-14;2015-12-06;90.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.17
Recoletos;Salamanca;Apartment;Entire home/apt;5;2.0;2.0;5.0;Real Bed;Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers;155.0;250.0;75.0;1;0;2;1125;2;17;41;278;12;2016-05-08;2017-01-11;94.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.07
Embajadores;Centro;Apartment;Private room;4;1.0;0.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Bathtub,Crib;100.0;;;1;0;1;90;21;48;78;351;1;2016-07-03;2016-07-03;60.0;8.0;8.0;10.0;10.0;10.0;6.0;flexible;0.11
Palacio;Centro;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49;119.0;100.0;30.0;1;15;2;1125;0;0;3;40;0;;;;;;;;;;flexible;
Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Dryer,Smoke detector,Essentials,Hangers,Hair dryer,Iron;68.0;150.0;;2;12;5;1125;2;6;12;253;82;2015-08-27;2017-04-01;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.16
Casa de Campo;Moncloa - Aravaca;Apartment;Entire home/apt;6;1.0;3.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;95.0;;25.0;4;20;2;1125;4;13;35;256;12;2015-07-13;2016-07-16;93.0;9.0;9.0;10.0;9.0;8.0;9.0;strict;0.57
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private entrance;50.0;;20.0;1;0;1;1125;13;39;62;62;2;2017-02-26;2017-03-12;100.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;1.43
Moscardó;Usera;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets live on this property,Dog(s),Cat(s),Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace;20.0;;;1;6;2;1125;20;50;80;355;2;2016-02-28;2016-03-31;80.0;9.0;9.0;8.0;9.0;7.0;8.0;flexible;0.15
Cuatro Caminos;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;22.0;;;2;5;1;1125;0;0;0;0;1;2016-07-04;2016-07-04;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.11
Palacio;Centro;Apartment;Entire home/apt;10;4.5;5.0;8.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;400.0;500.0;70.0;7;50;1;1125;3;13;26;148;18;2016-07-25;2017-03-30;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.09
Embajadores;Centro;Apartment;Entire home/apt;8;1.0;3.0;8.0;Real Bed;TV,Cable TV,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;85.0;100.0;30.0;1;0;1;1125;3;14;18;242;88;2014-10-11;2017-03-26;84.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;2.9
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;81.0;200.0;32.0;2;11;4;1125;9;33;58;333;7;2014-10-31;2017-03-02;83.0;10.0;9.0;10.0;9.0;10.0;9.0;moderate;0.24
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;30.0;;15.0;1;25;1;1125;4;30;30;126;27;2016-08-03;2017-04-02;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.25
Aguilas;Latina;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;16.0;;;1;0;1;15;13;43;73;74;13;2016-11-07;2017-03-17;88.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;2.55
Fuente del Berro;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Carbon monoxide detector,First aid kit,Essentials,Shampoo;38.0;100.0;16.0;1;7;1;1125;9;19;30;301;35;2016-06-04;2017-04-02;93.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;3.4
Trafalgar;Chamberí;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;78.0;300.0;30.0;3;20;2;1125;8;24;26;26;8;2016-10-25;2017-02-18;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.45
Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Heating,Washer,Dryer,Essentials;65.0;;;1;0;1;1125;0;0;0;0;3;2015-08-18;2015-12-08;70.0;6.0;4.0;8.0;8.0;8.0;8.0;flexible;0.15
Universidad;Centro;Apartment;Entire home/apt;5;2.5;3.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo;73.0;;;2;10;2;9;3;13;30;36;343;2013-11-18;2017-04-02;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;8.31
Arapiles;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;20.0;;10.0;1;22;2;1125;0;0;0;37;2;2016-09-05;2016-09-21;;;;;;;;flexible;0.28
